dataset;#TrainingRelease;%Training;%Defective in Training;%Defective in Testing;Classifier;Balancing;Feature Selection;Sensitivity;TP;FP;TN;FN;Precision;Recall;AUC;Kappa
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;No Balancing;No Selection;No Sensitivity;1.0;19.0;57.0;3.0;0.05;0.25;0.31743421052631576;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;No Balancing;No Selection;Sensitive Threshold;1.0;19.0;57.0;3.0;0.05;0.25;0.5;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;No Balancing;No Selection;Sensitive Learning;0.0;2.0;74.0;4.0;0.0;0.0;0.5526315789473685;-0.03448275862068892
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;No Balancing;No Selection;Sensitive Learning;0.0;2.0;74.0;4.0;0.0;0.0;0.5526315789473685;-0.03448275862068892
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;No Balancing;No Selection;No Sensitivity;2.0;15.0;61.0;2.0;0.11764705882352941;0.5;0.819078947368421;0.11917098445595833
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;No Balancing;No Selection;Sensitive Threshold;2.0;15.0;61.0;2.0;0.11764705882352941;0.5;0.6513157894736842;0.11917098445595833
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;No Balancing;No Selection;Sensitive Learning;2.0;16.0;60.0;2.0;0.1111111111111111;0.5;0.7631578947368421;0.10891089108910881
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;No Balancing;No Selection;Sensitive Learning;2.0;16.0;60.0;2.0;0.1111111111111111;0.5;0.7631578947368421;0.10891089108910881
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;No Balancing;No Selection;No Sensitivity;1.0;12.0;64.0;3.0;0.07692307692307693;0.25;0.694078947368421;0.04458598726114667
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;No Balancing;No Selection;Sensitive Threshold;1.0;12.0;64.0;3.0;0.07692307692307693;0.25;0.5460526315789473;0.04458598726114667
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;No Balancing;No Selection;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.7335526315789473;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;No Balancing;No Selection;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.7335526315789473;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Undersampling;No Selection;No Sensitivity;4.0;75.0;1.0;0.0;0.05063291139240506;1.0;0.506578947368421;0.0013315579227696417
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Undersampling;No Selection;Sensitive Threshold;4.0;75.0;1.0;0.0;0.05063291139240506;1.0;0.506578947368421;0.0013315579227696417
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Undersampling;No Selection;Sensitive Learning;4.0;75.0;1.0;0.0;0.05063291139240506;1.0;0.4934210526315789;0.0013315579227696417
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Undersampling;No Selection;Sensitive Learning;4.0;75.0;1.0;0.0;0.05063291139240506;1.0;0.4934210526315789;0.0013315579227696417
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Undersampling;No Selection;No Sensitivity;4.0;76.0;0.0;0.0;0.05;1.0;0.5;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Undersampling;No Selection;Sensitive Threshold;4.0;76.0;0.0;0.0;0.05;1.0;0.5;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Undersampling;No Selection;Sensitive Learning;3.0;44.0;32.0;1.0;0.06382978723404255;0.75;0.7598684210526315;0.028077753779697602
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Undersampling;No Selection;Sensitive Learning;3.0;44.0;32.0;1.0;0.06382978723404255;0.75;0.7598684210526315;0.028077753779697602
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Undersampling;No Selection;No Sensitivity;4.0;37.0;39.0;0.0;0.0975609756097561;1.0;0.7730263157894737;0.09535452322738379
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Undersampling;No Selection;Sensitive Threshold;4.0;37.0;39.0;0.0;0.0975609756097561;1.0;0.756578947368421;0.09535452322738379
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Undersampling;No Selection;Sensitive Learning;2.0;17.0;59.0;2.0;0.10526315789473684;0.5;0.680921052631579;0.09952606635071087
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Undersampling;No Selection;Sensitive Learning;2.0;17.0;59.0;2.0;0.10526315789473684;0.5;0.680921052631579;0.09952606635071087
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Oversampling;No Selection;No Sensitivity;4.0;76.0;0.0;0.0;0.05;1.0;0.3881578947368421;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Oversampling;No Selection;Sensitive Threshold;4.0;76.0;0.0;0.0;0.05;1.0;0.5;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Oversampling;No Selection;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.5;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Oversampling;No Selection;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.5;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Oversampling;No Selection;No Sensitivity;4.0;76.0;0.0;0.0;0.05;1.0;0.5;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Oversampling;No Selection;Sensitive Threshold;4.0;76.0;0.0;0.0;0.05;1.0;0.5;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Oversampling;No Selection;Sensitive Learning;1.0;0.0;76.0;3.0;1.0;0.25;0.8848684210526315;0.387755102040817
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Oversampling;No Selection;Sensitive Learning;1.0;0.0;76.0;3.0;1.0;0.25;0.8848684210526315;0.387755102040817
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Oversampling;No Selection;No Sensitivity;4.0;71.0;5.0;0.0;0.05333333333333334;1.0;0.7236842105263158;0.006993006993006999
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Oversampling;No Selection;Sensitive Threshold;4.0;71.0;5.0;0.0;0.05333333333333334;1.0;0.5328947368421053;0.006993006993006999
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Oversampling;No Selection;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.6546052631578947;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Oversampling;No Selection;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.6546052631578947;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;SMOTE;No Selection;No Sensitivity;4.0;75.0;1.0;0.0;0.05063291139240506;1.0;0.506578947368421;0.0013315579227696417
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;SMOTE;No Selection;Sensitive Threshold;4.0;75.0;1.0;0.0;0.05063291139240506;1.0;0.506578947368421;0.0013315579227696417
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;SMOTE;No Selection;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.5;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;SMOTE;No Selection;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.5;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;SMOTE;No Selection;No Sensitivity;4.0;76.0;0.0;0.0;0.05;1.0;0.5;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;SMOTE;No Selection;Sensitive Threshold;4.0;76.0;0.0;0.0;0.05;1.0;0.5;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;SMOTE;No Selection;Sensitive Learning;3.0;19.0;57.0;1.0;0.13636363636363635;0.75;0.7236842105263158;0.15966386554621845
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;SMOTE;No Selection;Sensitive Learning;3.0;19.0;57.0;1.0;0.13636363636363635;0.75;0.7236842105263158;0.15966386554621845
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;SMOTE;No Selection;No Sensitivity;2.0;18.0;58.0;2.0;0.1;0.5;0.7664473684210527;0.09090909090909098
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;SMOTE;No Selection;Sensitive Threshold;2.0;18.0;58.0;2.0;0.1;0.5;0.631578947368421;0.09090909090909098
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;SMOTE;No Selection;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.7730263157894737;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;SMOTE;No Selection;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.7730263157894737;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;No Balancing;Best First;No Sensitivity;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.4753289473684211;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;No Balancing;Best First;Sensitive Threshold;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5197368421052632;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;No Balancing;Best First;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.5197368421052632;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;No Balancing;Best First;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.5197368421052632;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;No Balancing;Best First;No Sensitivity;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5641447368421053;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;No Balancing;Best First;Sensitive Threshold;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5197368421052632;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;No Balancing;Best First;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.5197368421052632;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;No Balancing;Best First;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.5197368421052632;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;No Balancing;Best First;No Sensitivity;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.4753289473684211;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;No Balancing;Best First;Sensitive Threshold;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5197368421052632;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;No Balancing;Best First;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.5197368421052632;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;No Balancing;Best First;Sensitive Learning;0.0;0.0;76.0;4.0;NaN;0.0;0.5197368421052632;0.0
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Undersampling;Best First;No Sensitivity;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5049342105263158;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Undersampling;Best First;Sensitive Threshold;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5197368421052632;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Undersampling;Best First;Sensitive Learning;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5197368421052632;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Undersampling;Best First;Sensitive Learning;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5197368421052632;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Undersampling;Best First;No Sensitivity;1.0;29.0;47.0;3.0;0.03333333333333333;0.25;0.48355263157894735;-0.032258064516129205
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Undersampling;Best First;Sensitive Threshold;1.0;29.0;47.0;3.0;0.03333333333333333;0.25;0.4342105263157895;-0.032258064516129205
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Undersampling;Best First;Sensitive Learning;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5411184210526315;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Undersampling;Best First;Sensitive Learning;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5411184210526315;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Undersampling;Best First;No Sensitivity;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5098684210526315;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Undersampling;Best First;Sensitive Threshold;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5197368421052632;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Undersampling;Best First;Sensitive Learning;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5164473684210527;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Undersampling;Best First;Sensitive Learning;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5164473684210527;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Oversampling;Best First;No Sensitivity;1.0;17.0;59.0;3.0;0.05555555555555555;0.25;0.5213815789473685;0.009900990099009691
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Oversampling;Best First;Sensitive Threshold;1.0;17.0;59.0;3.0;0.05555555555555555;0.25;0.5131578947368421;0.009900990099009691
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Oversampling;Best First;Sensitive Learning;0.0;2.0;74.0;4.0;0.0;0.0;0.5328947368421053;-0.03448275862068892
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;Oversampling;Best First;Sensitive Learning;0.0;2.0;74.0;4.0;0.0;0.0;0.5328947368421053;-0.03448275862068892
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Oversampling;Best First;No Sensitivity;1.0;29.0;47.0;3.0;0.03333333333333333;0.25;0.48355263157894735;-0.032258064516129205
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Oversampling;Best First;Sensitive Threshold;1.0;29.0;47.0;3.0;0.03333333333333333;0.25;0.4342105263157895;-0.032258064516129205
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Oversampling;Best First;Sensitive Learning;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5526315789473685;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;Oversampling;Best First;Sensitive Learning;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5526315789473685;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Oversampling;Best First;No Sensitivity;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5098684210526315;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Oversampling;Best First;Sensitive Threshold;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5197368421052632;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Oversampling;Best First;Sensitive Learning;0.0;2.0;74.0;4.0;0.0;0.0;0.5164473684210527;-0.03448275862068892
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;Oversampling;Best First;Sensitive Learning;0.0;2.0;74.0;4.0;0.0;0.0;0.5164473684210527;-0.03448275862068892
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;SMOTE;Best First;No Sensitivity;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5641447368421053;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;SMOTE;Best First;Sensitive Threshold;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5197368421052632;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;SMOTE;Best First;Sensitive Learning;0.0;2.0;74.0;4.0;0.0;0.0;0.6414473684210527;-0.03448275862068892
SYNCOPE;1;0.872814;0.18397085;0.05;IBk;SMOTE;Best First;Sensitive Learning;0.0;2.0;74.0;4.0;0.0;0.0;0.6414473684210527;-0.03448275862068892
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;SMOTE;Best First;No Sensitivity;1.0;29.0;47.0;3.0;0.03333333333333333;0.25;0.47368421052631576;-0.032258064516129205
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;SMOTE;Best First;Sensitive Threshold;1.0;29.0;47.0;3.0;0.03333333333333333;0.25;0.4342105263157895;-0.032258064516129205
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;SMOTE;Best First;Sensitive Learning;0.0;2.0;74.0;4.0;0.0;0.0;0.4769736842105263;-0.03448275862068892
SYNCOPE;1;0.872814;0.18397085;0.05;Naive Bayes;SMOTE;Best First;Sensitive Learning;0.0;2.0;74.0;4.0;0.0;0.0;0.4769736842105263;-0.03448275862068892
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;SMOTE;Best First;No Sensitivity;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5230263157894737;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;SMOTE;Best First;Sensitive Threshold;1.0;16.0;60.0;3.0;0.058823529411764705;0.25;0.5197368421052632;0.015544041450776872
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;SMOTE;Best First;Sensitive Learning;0.0;2.0;74.0;4.0;0.0;0.0;0.5164473684210527;-0.03448275862068892
SYNCOPE;1;0.872814;0.18397085;0.05;Random Forest;SMOTE;Best First;Sensitive Learning;0.0;2.0;74.0;4.0;0.0;0.0;0.5164473684210527;-0.03448275862068892
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;No Balancing;No Selection;No Sensitivity;0.0;7.0;74.0;1.0;0.0;0.0;0.8950617283950617;-0.021806853582554107
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;No Balancing;No Selection;Sensitive Threshold;0.0;7.0;74.0;1.0;0.0;0.0;0.4567901234567901;-0.021806853582554107
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;No Balancing;No Selection;Sensitive Learning;0.0;1.0;80.0;1.0;0.0;0.0;0.345679012345679;-0.01234567901234477
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;No Balancing;No Selection;Sensitive Learning;0.0;1.0;80.0;1.0;0.0;0.0;0.345679012345679;-0.01234567901234477
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;No Balancing;No Selection;No Sensitivity;0.0;3.0;78.0;1.0;0.0;0.0;0.7777777777777778;-0.018633540372671786
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;No Balancing;No Selection;Sensitive Threshold;0.0;3.0;78.0;1.0;0.0;0.0;0.48148148148148145;-0.018633540372671786
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;No Balancing;No Selection;Sensitive Learning;0.0;10.0;71.0;1.0;0.0;0.0;0.08024691358024691;-0.02267573696145131
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;No Balancing;No Selection;Sensitive Learning;0.0;10.0;71.0;1.0;0.0;0.0;0.08024691358024691;-0.02267573696145131
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;No Balancing;No Selection;No Sensitivity;0.0;3.0;78.0;1.0;0.0;0.0;0.7160493827160493;-0.018633540372671786
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;No Balancing;No Selection;Sensitive Threshold;0.0;3.0;78.0;1.0;0.0;0.0;0.48148148148148145;-0.018633540372671786
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;No Balancing;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.12345679012345678;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;No Balancing;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.12345679012345678;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;Undersampling;No Selection;No Sensitivity;0.0;16.0;65.0;1.0;0.0;0.0;0.4012345679012346;-0.023494860499265743
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;Undersampling;No Selection;Sensitive Threshold;0.0;16.0;65.0;1.0;0.0;0.0;0.4012345679012346;-0.023494860499265743
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;Undersampling;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.5;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;Undersampling;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.5;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;Undersampling;No Selection;No Sensitivity;0.0;1.0;80.0;1.0;0.0;0.0;0.49382716049382713;-0.01234567901234477
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;Undersampling;No Selection;Sensitive Threshold;0.0;1.0;80.0;1.0;0.0;0.0;0.49382716049382713;-0.01234567901234477
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;Undersampling;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.07407407407407407;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;Undersampling;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.07407407407407407;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;Undersampling;No Selection;No Sensitivity;0.0;13.0;68.0;1.0;0.0;0.0;0.8024691358024691;-0.023172905525847033
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;Undersampling;No Selection;Sensitive Threshold;0.0;13.0;68.0;1.0;0.0;0.0;0.41975308641975306;-0.023172905525847033
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;Undersampling;No Selection;Sensitive Learning;0.0;3.0;78.0;1.0;0.0;0.0;0.6172839506172839;-0.018633540372671786
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;Undersampling;No Selection;Sensitive Learning;0.0;3.0;78.0;1.0;0.0;0.0;0.6172839506172839;-0.018633540372671786
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;Oversampling;No Selection;No Sensitivity;0.0;16.0;65.0;1.0;0.0;0.0;0.43209876543209874;-0.023494860499265743
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;Oversampling;No Selection;Sensitive Threshold;0.0;16.0;65.0;1.0;0.0;0.0;0.4012345679012346;-0.023494860499265743
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;Oversampling;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.5;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;Oversampling;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.5;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;Oversampling;No Selection;No Sensitivity;0.0;1.0;80.0;1.0;0.0;0.0;0.7654320987654321;-0.01234567901234477
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;Oversampling;No Selection;Sensitive Threshold;0.0;1.0;80.0;1.0;0.0;0.0;0.49382716049382713;-0.01234567901234477
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;Oversampling;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.7777777777777778;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;Oversampling;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.7777777777777778;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;Oversampling;No Selection;No Sensitivity;0.0;6.0;75.0;1.0;0.0;0.0;0.7037037037037037;-0.021352313167259582
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;Oversampling;No Selection;Sensitive Threshold;0.0;6.0;75.0;1.0;0.0;0.0;0.46296296296296297;-0.021352313167259582
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;Oversampling;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.07407407407407407;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;Oversampling;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.07407407407407407;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;SMOTE;No Selection;No Sensitivity;0.0;7.0;74.0;1.0;0.0;0.0;0.4567901234567901;-0.021806853582554107
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;SMOTE;No Selection;Sensitive Threshold;0.0;7.0;74.0;1.0;0.0;0.0;0.4567901234567901;-0.021806853582554107
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;SMOTE;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.037037037037037035;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;SMOTE;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.037037037037037035;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;SMOTE;No Selection;No Sensitivity;0.0;0.0;81.0;1.0;NaN;0.0;0.5061728395061729;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;SMOTE;No Selection;Sensitive Threshold;0.0;0.0;81.0;1.0;NaN;0.0;0.5;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;SMOTE;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.4074074074074074;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Naive Bayes;SMOTE;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.4074074074074074;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;SMOTE;No Selection;No Sensitivity;0.0;2.0;79.0;1.0;0.0;0.0;0.6049382716049383;-0.016528925619836623
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;SMOTE;No Selection;Sensitive Threshold;0.0;2.0;79.0;1.0;0.0;0.0;0.4876543209876543;-0.016528925619836623
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;SMOTE;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.20987654320987653;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;Random Forest;SMOTE;No Selection;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.20987654320987653;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;No Balancing;Best First;No Sensitivity;0.0;7.0;74.0;1.0;0.0;0.0;0.7962962962962963;-0.021806853582554107
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;No Balancing;Best First;Sensitive Threshold;0.0;7.0;74.0;1.0;0.0;0.0;0.4567901234567901;-0.021806853582554107
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;No Balancing;Best First;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.41358024691358025;0.0
SYNCOPE;2;0.8846695;0.16693164;0.0121951215;IBk;No Balancing;Best First;Sensitive Learning;0.0;0.0;81.0;1.0;NaN;0.0;0.41358024691358025;0.0
