dataset;#TrainingRelease;%Training;%Defective in Training;%Defective in Testing;Classifier;Balancing;Feature Selection;Sensitivity;TP;FP;TN;FN;Precision;Recall;AUC;Kappa
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Naive Bayes;Undersampling;Best First;No Sensitivity;8.0;17.0;373.0;22.0;0.32;0.26666666666666666;0.8529059829059829;0.2416666666666668
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Naive Bayes;Undersampling;Best First;Sensitive Threshold;8.0;17.0;373.0;22.0;0.32;0.26666666666666666;0.6115384615384616;0.2416666666666668
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Naive Bayes;Undersampling;Best First;Sensitive Learning;4.0;12.0;378.0;26.0;0.25;0.13333333333333333;0.7966666666666666;0.13071895424836613
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Naive Bayes;Undersampling;Best First;Sensitive Learning;4.0;12.0;378.0;26.0;0.25;0.13333333333333333;0.7966666666666666;0.13071895424836613
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Random Forest;Undersampling;Best First;No Sensitivity;25.0;113.0;277.0;5.0;0.18115942028985507;0.8333333333333334;0.8494871794871794;0.2042389210019268
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Random Forest;Undersampling;Best First;Sensitive Threshold;25.0;113.0;277.0;5.0;0.18115942028985507;0.8333333333333334;0.7717948717948718;0.2042389210019268
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Random Forest;Undersampling;Best First;Sensitive Learning;13.0;50.0;340.0;17.0;0.20634920634920634;0.43333333333333335;0.7748717948717949;0.20238095238095227
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Random Forest;Undersampling;Best First;Sensitive Learning;13.0;50.0;340.0;17.0;0.20634920634920634;0.43333333333333335;0.7748717948717949;0.20238095238095227
SYNCOPE;11;0.90722334;0.18066715;0.071428575;IBk;Oversampling;Best First;No Sensitivity;23.0;75.0;315.0;7.0;0.23469387755102042;0.7666666666666667;0.8091452991452991;0.2807017543859651
SYNCOPE;11;0.90722334;0.18066715;0.071428575;IBk;Oversampling;Best First;Sensitive Threshold;23.0;75.0;315.0;7.0;0.23469387755102042;0.7666666666666667;0.7871794871794872;0.2807017543859651
SYNCOPE;11;0.90722334;0.18066715;0.071428575;IBk;Oversampling;Best First;Sensitive Learning;8.0;26.0;364.0;22.0;0.23529411764705882;0.26666666666666666;0.6711965811965812;0.18840579710144914
SYNCOPE;11;0.90722334;0.18066715;0.071428575;IBk;Oversampling;Best First;Sensitive Learning;7.0;25.0;365.0;23.0;0.21875;0.23333333333333334;0.6694871794871795;0.1641791044776115
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Naive Bayes;Oversampling;Best First;No Sensitivity;7.0;16.0;374.0;23.0;0.30434782608695654;0.23333333333333334;0.8375641025641025;0.21551724137931016
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Naive Bayes;Oversampling;Best First;Sensitive Threshold;7.0;16.0;374.0;23.0;0.30434782608695654;0.23333333333333334;0.5961538461538461;0.21551724137931016
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Naive Bayes;Oversampling;Best First;Sensitive Learning;6.0;16.0;374.0;24.0;0.2727272727272727;0.2;0.8101282051282052;0.18128654970760205
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Naive Bayes;Oversampling;Best First;Sensitive Learning;6.0;16.0;374.0;24.0;0.2727272727272727;0.2;0.8101282051282052;0.18128654970760205
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Random Forest;Oversampling;Best First;No Sensitivity;25.0;77.0;313.0;5.0;0.24509803921568626;0.8333333333333334;0.8406837606837607;0.30170316301703176
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Random Forest;Oversampling;Best First;Sensitive Threshold;25.0;77.0;313.0;5.0;0.24509803921568626;0.8333333333333334;0.8179487179487179;0.30170316301703176
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Random Forest;Oversampling;Best First;Sensitive Learning;10.0;22.0;368.0;20.0;0.3125;0.3333333333333333;0.7756837606837607;0.26865671641791045
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Random Forest;Oversampling;Best First;Sensitive Learning;10.0;22.0;368.0;20.0;0.3125;0.3333333333333333;0.7756837606837607;0.26865671641791045
SYNCOPE;11;0.90722334;0.18066715;0.071428575;IBk;SMOTE;Best First;No Sensitivity;22.0;41.0;349.0;8.0;0.3492063492063492;0.7333333333333333;0.8553418803418803;0.4166666666666664
SYNCOPE;11;0.90722334;0.18066715;0.071428575;IBk;SMOTE;Best First;Sensitive Threshold;22.0;41.0;349.0;8.0;0.3492063492063492;0.7333333333333333;0.8141025641025641;0.4166666666666664
SYNCOPE;11;0.90722334;0.18066715;0.071428575;IBk;SMOTE;Best First;Sensitive Learning;7.0;7.0;383.0;23.0;0.5;0.23333333333333334;0.6091452991452991;0.28571428571428586
SYNCOPE;11;0.90722334;0.18066715;0.071428575;IBk;SMOTE;Best First;Sensitive Learning;7.0;7.0;383.0;23.0;0.5;0.23333333333333334;0.6091452991452991;0.28571428571428586
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Naive Bayes;SMOTE;Best First;No Sensitivity;6.0;13.0;377.0;24.0;0.3157894736842105;0.2;0.8638461538461538;0.200617283950617
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Naive Bayes;SMOTE;Best First;Sensitive Threshold;6.0;13.0;377.0;24.0;0.3157894736842105;0.2;0.5833333333333334;0.200617283950617
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Naive Bayes;SMOTE;Best First;Sensitive Learning;0.0;3.0;387.0;30.0;0.0;0.0;0.8191880341880342;-0.013157894736842255
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Naive Bayes;SMOTE;Best First;Sensitive Learning;0.0;3.0;387.0;30.0;0.0;0.0;0.8191880341880342;-0.013157894736842255
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Random Forest;SMOTE;Best First;No Sensitivity;19.0;39.0;351.0;11.0;0.3275862068965517;0.6333333333333333;0.8792307692307693;0.37275985663082445
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Random Forest;SMOTE;Best First;Sensitive Threshold;19.0;39.0;351.0;11.0;0.3275862068965517;0.6333333333333333;0.7666666666666667;0.37275985663082445
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Random Forest;SMOTE;Best First;Sensitive Learning;8.0;7.0;383.0;22.0;0.5333333333333333;0.26666666666666666;0.8238461538461539;0.3233333333333336
SYNCOPE;11;0.90722334;0.18066715;0.071428575;Random Forest;SMOTE;Best First;Sensitive Learning;8.0;7.0;383.0;22.0;0.5333333333333333;0.26666666666666666;0.8238461538461539;0.3233333333333336
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;No Balancing;No Selection;No Sensitivity;11.0;15.0;313.0;27.0;0.4230769230769231;0.2894736842105263;0.794247432605905;0.28328981723237573
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;No Balancing;No Selection;Sensitive Threshold;11.0;15.0;313.0;27.0;0.4230769230769231;0.2894736842105263;0.6218709884467266;0.28328981723237573
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;No Balancing;No Selection;Sensitive Learning;15.0;1.0;327.0;23.0;0.9375;0.39473684210526316;0.8801749037227214;0.5264179426353247
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;No Balancing;No Selection;Sensitive Learning;15.0;1.0;327.0;23.0;0.9375;0.39473684210526316;0.8801749037227214;0.5264179426353247
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;No Balancing;No Selection;No Sensitivity;10.0;6.0;322.0;28.0;0.625;0.2631578947368421;0.8892008985879333;0.32909208540004303
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;No Balancing;No Selection;Sensitive Threshold;10.0;6.0;322.0;28.0;0.625;0.2631578947368421;0.6224326059050064;0.32909208540004303
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;No Balancing;No Selection;Sensitive Learning;10.0;8.0;320.0;28.0;0.5555555555555556;0.2631578947368421;0.8927711810012837;0.3111668757841909
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;No Balancing;No Selection;Sensitive Learning;10.0;8.0;320.0;28.0;0.5555555555555556;0.2631578947368421;0.8927711810012837;0.3111668757841909
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;No Balancing;No Selection;No Sensitivity;18.0;0.0;328.0;20.0;1.0;0.47368421052631576;0.9292362002567394;0.6173149309912175
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;No Balancing;No Selection;Sensitive Threshold;18.0;0.0;328.0;20.0;1.0;0.47368421052631576;0.7368421052631579;0.6173149309912175
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;No Balancing;No Selection;Sensitive Learning;0.0;0.0;328.0;38.0;NaN;0.0;0.9156370346598203;0.0
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;No Balancing;No Selection;Sensitive Learning;0.0;0.0;328.0;38.0;NaN;0.0;0.9156370346598203;0.0
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Undersampling;No Selection;No Sensitivity;30.0;44.0;284.0;8.0;0.40540540540540543;0.7894736842105263;0.8308729139922978;0.4618864510291787
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Undersampling;No Selection;Sensitive Threshold;30.0;44.0;284.0;8.0;0.40540540540540543;0.7894736842105263;0.8276636713735558;0.4618864510291787
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Undersampling;No Selection;Sensitive Learning;17.0;43.0;285.0;21.0;0.2833333333333333;0.4473684210526316;0.6638719512195121;0.25182062092755847
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Undersampling;No Selection;Sensitive Learning;17.0;43.0;285.0;21.0;0.2833333333333333;0.4473684210526316;0.6638719512195121;0.25182062092755847
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Undersampling;No Selection;No Sensitivity;3.0;4.0;324.0;35.0;0.42857142857142855;0.07894736842105263;0.8214457637997432;0.10440456769983689
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Undersampling;No Selection;Sensitive Threshold;3.0;4.0;324.0;35.0;0.42857142857142855;0.07894736842105263;0.5333761232349166;0.10440456769983689
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Undersampling;No Selection;Sensitive Learning;2.0;3.0;325.0;36.0;0.4;0.05263157894736842;0.7306241976893453;0.07058210704518768
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Undersampling;No Selection;Sensitive Learning;2.0;3.0;325.0;36.0;0.4;0.05263157894736842;0.7306241976893453;0.07058210704518768
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Undersampling;No Selection;No Sensitivity;24.0;36.0;292.0;14.0;0.4;0.631578947368421;0.8979862002567394;0.4154848600996548
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Undersampling;No Selection;Sensitive Threshold;24.0;36.0;292.0;14.0;0.4;0.631578947368421;0.7609114249037228;0.4154848600996548
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Undersampling;No Selection;Sensitive Learning;17.0;33.0;295.0;21.0;0.34;0.4473684210526316;0.7891928754813864;0.3042804843705995
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Undersampling;No Selection;Sensitive Learning;17.0;33.0;295.0;21.0;0.34;0.4473684210526316;0.7891928754813864;0.3042804843705995
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Oversampling;No Selection;No Sensitivity;23.0;31.0;297.0;15.0;0.42592592592592593;0.6052631578947368;0.7838173940949936;0.43060064935064923
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Oversampling;No Selection;Sensitive Threshold;23.0;31.0;297.0;15.0;0.42592592592592593;0.6052631578947368;0.7553754813863928;0.43060064935064923
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Oversampling;No Selection;Sensitive Learning;5.0;10.0;318.0;33.0;0.3333333333333333;0.13157894736842105;0.5749358151476252;0.1380216891225766
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Oversampling;No Selection;Sensitive Learning;5.0;10.0;318.0;33.0;0.3333333333333333;0.13157894736842105;0.5762596277278562;0.1380216891225766
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Oversampling;No Selection;No Sensitivity;1.0;2.0;326.0;37.0;0.3333333333333333;0.02631578947368421;0.8131819640564827;0.034104750304506555
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Oversampling;No Selection;Sensitive Threshold;1.0;2.0;326.0;37.0;0.3333333333333333;0.02631578947368421;0.5101091142490373;0.034104750304506555
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Oversampling;No Selection;Sensitive Learning;2.0;3.0;325.0;36.0;0.4;0.05263157894736842;0.751604621309371;0.07058210704518768
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Oversampling;No Selection;Sensitive Learning;2.0;3.0;325.0;36.0;0.4;0.05263157894736842;0.751604621309371;0.07058210704518768
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Oversampling;No Selection;No Sensitivity;23.0;38.0;290.0;15.0;0.3770491803278688;0.6052631578947368;0.86974486521181;0.3861003861003859
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Oversampling;No Selection;Sensitive Threshold;23.0;38.0;290.0;15.0;0.3770491803278688;0.6052631578947368;0.7447047496790757;0.3861003861003859
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Oversampling;No Selection;Sensitive Learning;10.0;16.0;312.0;28.0;0.38461538461538464;0.2631578947368421;0.8062018613607189;0.2491607609101079
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Oversampling;No Selection;Sensitive Learning;10.0;16.0;312.0;28.0;0.38461538461538464;0.2631578947368421;0.8062018613607189;0.2491607609101079
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;SMOTE;No Selection;No Sensitivity;22.0;4.0;324.0;16.0;0.8461538461538461;0.5789473684210527;0.7703786906290115;0.6587094367773222
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;SMOTE;No Selection;Sensitive Threshold;22.0;4.0;324.0;16.0;0.8461538461538461;0.5789473684210527;0.7833761232349166;0.6587094367773222
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;SMOTE;No Selection;Sensitive Learning;4.0;1.0;327.0;34.0;0.8;0.10526315789473684;0.5466944801026957;0.16590701914311723
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;SMOTE;No Selection;Sensitive Learning;4.0;1.0;327.0;34.0;0.8;0.10526315789473684;0.5466944801026957;0.16590701914311723
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;SMOTE;No Selection;No Sensitivity;3.0;4.0;324.0;35.0;0.42857142857142855;0.07894736842105263;0.8678995507060334;0.10440456769983689
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;SMOTE;No Selection;Sensitive Threshold;3.0;4.0;324.0;35.0;0.42857142857142855;0.07894736842105263;0.5333761232349166;0.10440456769983689
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;SMOTE;No Selection;Sensitive Learning;1.0;3.0;325.0;37.0;0.25;0.02631578947368421;0.8206033376123235;0.028404565967613603
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;SMOTE;No Selection;Sensitive Learning;1.0;3.0;325.0;37.0;0.25;0.02631578947368421;0.8206033376123235;0.028404565967613603
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;SMOTE;No Selection;No Sensitivity;17.0;2.0;326.0;21.0;0.8947368421052632;0.4473684210526316;0.9338896020539152;0.5664847049129675
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;SMOTE;No Selection;Sensitive Threshold;17.0;2.0;326.0;21.0;0.8947368421052632;0.4473684210526316;0.7206354300385109;0.5664847049129675
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;SMOTE;No Selection;Sensitive Learning;1.0;0.0;328.0;37.0;1.0;0.02631578947368421;0.8625240693196405;0.04620369066065675
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;SMOTE;No Selection;Sensitive Learning;1.0;0.0;328.0;37.0;1.0;0.02631578947368421;0.8625240693196405;0.04620369066065675
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;No Balancing;Best First;No Sensitivity;20.0;9.0;319.0;18.0;0.6896551724137931;0.5263157894736842;0.8918485237483954;0.5572183887445112
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;No Balancing;Best First;Sensitive Threshold;20.0;9.0;319.0;18.0;0.6896551724137931;0.5263157894736842;0.7494383825417201;0.5572183887445112
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;No Balancing;Best First;Sensitive Learning;16.0;1.0;327.0;22.0;0.9411764705882353;0.42105263157894735;0.9003129011553274;0.553137275719291
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;No Balancing;Best First;Sensitive Learning;16.0;1.0;327.0;22.0;0.9411764705882353;0.42105263157894735;0.9003129011553274;0.553137275719291
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;No Balancing;Best First;No Sensitivity;5.0;3.0;325.0;33.0;0.625;0.13157894736842105;0.9146742618741976;0.18807000246487585
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;No Balancing;Best First;Sensitive Threshold;5.0;3.0;325.0;33.0;0.625;0.13157894736842105;0.5612163029525032;0.18807000246487585
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;No Balancing;Best First;Sensitive Learning;0.0;1.0;327.0;38.0;0.0;0.0;0.9113847881899871;-0.005352866600929426
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;No Balancing;Best First;Sensitive Learning;0.0;1.0;327.0;38.0;0.0;0.0;0.9113847881899871;-0.005352866600929426
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;No Balancing;Best First;No Sensitivity;19.0;3.0;325.0;19.0;0.8636363636363636;0.5;0.933849486521181;0.6031151419558362
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;No Balancing;Best First;Sensitive Threshold;19.0;3.0;325.0;19.0;0.8636363636363636;0.5;0.7454268292682927;0.6031151419558362
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;No Balancing;Best First;Sensitive Learning;5.0;0.0;328.0;33.0;1.0;0.13157894736842105;0.9074133504492939;0.21356947519208203
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;No Balancing;Best First;Sensitive Learning;5.0;0.0;328.0;33.0;1.0;0.13157894736842105;0.9074133504492939;0.21356947519208203
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Undersampling;Best First;No Sensitivity;25.0;56.0;272.0;13.0;0.30864197530864196;0.6578947368421053;0.7932846598202824;0.32472324723247237
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Undersampling;Best First;Sensitive Threshold;25.0;56.0;272.0;13.0;0.30864197530864196;0.6578947368421053;0.743581514762516;0.32472324723247237
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Undersampling;Best First;Sensitive Learning;25.0;75.0;253.0;13.0;0.25;0.6578947368421053;0.766206675224647;0.24937074671389925
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Undersampling;Best First;Sensitive Learning;25.0;75.0;253.0;13.0;0.25;0.6578947368421053;0.766206675224647;0.24937074671389925
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Undersampling;Best First;No Sensitivity;6.0;6.0;322.0;32.0;0.5;0.15789473684210525;0.8596357509627728;0.20013802622498242
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Undersampling;Best First;Sensitive Threshold;6.0;6.0;322.0;32.0;0.5;0.15789473684210525;0.569801026957638;0.20013802622498242
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Undersampling;Best First;Sensitive Learning;6.0;8.0;320.0;32.0;0.42857142857142855;0.15789473684210525;0.7623154685494223;0.18521816562778276
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Undersampling;Best First;Sensitive Learning;6.0;8.0;320.0;32.0;0.42857142857142855;0.15789473684210525;0.7623154685494223;0.18521816562778276
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Undersampling;Best First;No Sensitivity;27.0;47.0;281.0;11.0;0.36486486486486486;0.7105263157894737;0.8762836970474968;0.3997964261479305
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Undersampling;Best First;Sensitive Threshold;27.0;47.0;281.0;11.0;0.36486486486486486;0.7105263157894737;0.7836168164313222;0.3997964261479305
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Undersampling;Best First;Sensitive Learning;14.0;20.0;308.0;24.0;0.4117647058823529;0.3684210526315789;0.7800465340179717;0.322450353416358
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Undersampling;Best First;Sensitive Learning;14.0;20.0;308.0;24.0;0.4117647058823529;0.3684210526315789;0.7800465340179717;0.322450353416358
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Oversampling;Best First;No Sensitivity;26.0;53.0;275.0;12.0;0.3291139240506329;0.6842105263157895;0.7723042362002568;0.35384866098104206
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Oversampling;Best First;Sensitive Threshold;26.0;53.0;275.0;12.0;0.3291139240506329;0.6842105263157895;0.7613125802310655;0.35384866098104206
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Oversampling;Best First;Sensitive Learning;14.0;20.0;308.0;24.0;0.4117647058823529;0.3684210526315789;0.7252888318356868;0.322450353416358
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;Oversampling;Best First;Sensitive Learning;14.0;20.0;308.0;24.0;0.4117647058823529;0.3684210526315789;0.7252888318356868;0.322450353416358
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Oversampling;Best First;No Sensitivity;7.0;10.0;318.0;31.0;0.4117647058823529;0.18421052631578946;0.8406209884467266;0.20341862193438787
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Oversampling;Best First;Sensitive Threshold;7.0;10.0;318.0;31.0;0.4117647058823529;0.18421052631578946;0.5768613607188704;0.20341862193438787
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Oversampling;Best First;Sensitive Learning;6.0;7.0;321.0;32.0;0.46153846153846156;0.15789473684210525;0.7788029525032092;0.19255571897273432
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;Oversampling;Best First;Sensitive Learning;6.0;7.0;321.0;32.0;0.46153846153846156;0.15789473684210525;0.7788029525032092;0.19255571897273432
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Oversampling;Best First;No Sensitivity;24.0;50.0;278.0;14.0;0.32432432432432434;0.631578947368421;0.8545009627727856;0.33770640126668183
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Oversampling;Best First;Sensitive Threshold;24.0;50.0;278.0;14.0;0.32432432432432434;0.631578947368421;0.7395699614890886;0.33770640126668183
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Oversampling;Best First;Sensitive Learning;14.0;17.0;311.0;24.0;0.45161290322580644;0.3684210526315789;0.7473924903722722;0.3446589221766093
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;Oversampling;Best First;Sensitive Learning;14.0;17.0;311.0;24.0;0.45161290322580644;0.3684210526315789;0.7473924903722722;0.3446589221766093
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;SMOTE;Best First;No Sensitivity;21.0;7.0;321.0;17.0;0.75;0.5526315789473685;0.9015564826700898;0.6012347920828041
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;SMOTE;Best First;Sensitive Threshold;21.0;7.0;321.0;17.0;0.75;0.5526315789473685;0.7656450577663672;0.6012347920828041
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;SMOTE;Best First;Sensitive Learning;9.0;3.0;325.0;29.0;0.75;0.23684210526315788;0.7069961489088575;0.32643202208419586
SYNCOPE;12;0.9251993;0.17053236;0.10382514;IBk;SMOTE;Best First;Sensitive Learning;9.0;3.0;325.0;29.0;0.75;0.23684210526315788;0.7069961489088575;0.32643202208419586
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;SMOTE;Best First;No Sensitivity;6.0;6.0;322.0;32.0;0.5;0.15789473684210525;0.8925706033376123;0.20013802622498242
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;SMOTE;Best First;Sensitive Threshold;6.0;6.0;322.0;32.0;0.5;0.15789473684210525;0.569801026957638;0.20013802622498242
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;SMOTE;Best First;Sensitive Learning;4.0;5.0;323.0;34.0;0.4444444444444444;0.10526315789473684;0.8434691912708601;0.13585179803850314
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Naive Bayes;SMOTE;Best First;Sensitive Learning;4.0;5.0;323.0;34.0;0.4444444444444444;0.10526315789473684;0.8434691912708601;0.13585179803850314
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;SMOTE;Best First;No Sensitivity;19.0;3.0;325.0;19.0;0.8636363636363636;0.5;0.9075336970474968;0.6031151419558362
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;SMOTE;Best First;Sensitive Threshold;19.0;3.0;325.0;19.0;0.8636363636363636;0.5;0.7454268292682927;0.6031151419558362
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;SMOTE;Best First;Sensitive Learning;7.0;1.0;327.0;31.0;0.875;0.18421052631578946;0.8346838896020539;0.27828444663544527
SYNCOPE;12;0.9251993;0.17053236;0.10382514;Random Forest;SMOTE;Best First;Sensitive Learning;7.0;1.0;327.0;31.0;0.875;0.18421052631578946;0.8346838896020539;0.27828444663544527
SYNCOPE;13;0.8984576;0.16554262;0.17359856;IBk;No Balancing;No Selection;No Sensitivity;21.0;44.0;413.0;75.0;0.3230769230769231;0.21875;0.6768781911013858;0.14037333612007352
SYNCOPE;13;0.8984576;0.16554262;0.17359856;IBk;No Balancing;No Selection;Sensitive Threshold;21.0;44.0;413.0;75.0;0.3230769230769231;0.21875;0.5612349562363238;0.14037333612007352
SYNCOPE;13;0.8984576;0.16554262;0.17359856;IBk;No Balancing;No Selection;Sensitive Learning;21.0;10.0;447.0;75.0;0.6774193548387096;0.21875;0.8127165390226112;0.2687347345167162
SYNCOPE;13;0.8984576;0.16554262;0.17359856;IBk;No Balancing;No Selection;Sensitive Learning;21.0;10.0;447.0;75.0;0.6774193548387096;0.21875;0.8127165390226112;0.2687347345167162
SYNCOPE;13;0.8984576;0.16554262;0.17359856;Naive Bayes;No Balancing;No Selection;No Sensitivity;66.0;115.0;342.0;30.0;0.36464088397790057;0.6875;0.8004877826404084;0.3229276612991751
SYNCOPE;13;0.8984576;0.16554262;0.17359856;Naive Bayes;No Balancing;No Selection;Sensitive Threshold;66.0;115.0;342.0;30.0;0.36464088397790057;0.6875;0.7179294310722101;0.3229276612991751
SYNCOPE;13;0.8984576;0.16554262;0.17359856;Naive Bayes;No Balancing;No Selection;Sensitive Learning;71.0;103.0;354.0;25.0;0.40804597701149425;0.7395833333333334;0.8349516776075857;0.3892771479353248
