dataset;#TrainingRelease;%Training;%Defective in Training;%Defective in Testing;Classifier;Balancing;Feature Selection;Sensitivity;TP;FP;TN;FN;Precision;Recall;AUC;Kappa
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;No Balancing;Best First;Sensitive Learning;63.0;13.0;184.0;107.0;0.8289473684210527;0.37058823529411766;0.7318154673036728;0.31659476738772835
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;No Balancing;Best First;Sensitive Learning;63.0;13.0;184.0;107.0;0.8289473684210527;0.37058823529411766;0.7318154673036728;0.31659476738772835
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;IBk;Undersampling;Best First;No Sensitivity;129.0;113.0;84.0;41.0;0.5330578512396694;0.7588235294117647;0.5868318901164526;0.17999535720503743
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;IBk;Undersampling;Best First;Sensitive Threshold;129.0;113.0;84.0;41.0;0.5330578512396694;0.7588235294117647;0.5926097342490295;0.17999535720503743
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;IBk;Undersampling;Best First;Sensitive Learning;136.0;102.0;95.0;34.0;0.5714285714285714;0.8;0.6640638996715438;0.2747035573122529
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;IBk;Undersampling;Best First;Sensitive Learning;136.0;102.0;95.0;34.0;0.5714285714285714;0.8;0.661018214392356;0.2747035573122529
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Naive Bayes;Undersampling;Best First;No Sensitivity;112.0;41.0;156.0;58.0;0.7320261437908496;0.6588235294117647;0.772991937891908;0.4538115782985824
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Naive Bayes;Undersampling;Best First;Sensitive Threshold;112.0;41.0;156.0;58.0;0.7320261437908496;0.6588235294117647;0.7253508510002986;0.4538115782985824
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Naive Bayes;Undersampling;Best First;Sensitive Learning;121.0;49.0;148.0;49.0;0.711764705882353;0.711764705882353;0.7753359211704987;0.4630337414153479
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Naive Bayes;Undersampling;Best First;Sensitive Learning;121.0;49.0;148.0;49.0;0.711764705882353;0.711764705882353;0.7753359211704987;0.4630337414153479
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;Undersampling;Best First;No Sensitivity;126.0;77.0;120.0;44.0;0.6206896551724138;0.7411764705882353;0.7163630934607346;0.3457146645842849
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;Undersampling;Best First;Sensitive Threshold;126.0;77.0;120.0;44.0;0.6206896551724138;0.7411764705882353;0.6751567632128994;0.3457146645842849
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;Undersampling;Best First;Sensitive Learning;138.0;79.0;118.0;32.0;0.6359447004608295;0.8117647058823529;0.7471334726784115;0.40311213351111364
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;Undersampling;Best First;Sensitive Learning;138.0;79.0;118.0;32.0;0.6359447004608295;0.8117647058823529;0.7471334726784115;0.40311213351111364
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;IBk;Oversampling;Best First;No Sensitivity;132.0;121.0;76.0;38.0;0.5217391304347826;0.7764705882352941;0.5405344879068379;0.1570043772843502
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;IBk;Oversampling;Best First;Sensitive Threshold;132.0;121.0;76.0;38.0;0.5217391304347826;0.7764705882352941;0.5811286951328755;0.1570043772843502
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;IBk;Oversampling;Best First;Sensitive Learning;116.0;68.0;129.0;54.0;0.6304347826086957;0.6823529411764706;0.6433263660794267;0.3352831141067134
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;IBk;Oversampling;Best First;Sensitive Learning;117.0;68.0;129.0;53.0;0.6324324324324324;0.6882352941176471;0.641236189907435;0.34099577057208585
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Naive Bayes;Oversampling;Best First;No Sensitivity;110.0;43.0;154.0;60.0;0.7189542483660131;0.6470588235294118;0.7576590026873694;0.4317433592399391
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Naive Bayes;Oversampling;Best First;Sensitive Threshold;110.0;43.0;154.0;60.0;0.7189542483660131;0.6470588235294118;0.7143923559271425;0.4317433592399391
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Naive Bayes;Oversampling;Best First;Sensitive Learning;121.0;53.0;144.0;49.0;0.6954022988505747;0.711764705882353;0.7670349358017319;0.44201645599809214
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Naive Bayes;Oversampling;Best First;Sensitive Learning;121.0;53.0;144.0;49.0;0.6954022988505747;0.711764705882353;0.7670349358017319;0.44201645599809214
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;Oversampling;Best First;No Sensitivity;130.0;103.0;94.0;40.0;0.5579399141630901;0.7647058823529411;0.673245744998507;0.2358730944511583
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;Oversampling;Best First;Sensitive Threshold;130.0;103.0;94.0;40.0;0.5579399141630901;0.7647058823529411;0.6209316213795163;0.2358730944511583
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;Oversampling;Best First;Sensitive Learning;127.0;70.0;127.0;43.0;0.6446700507614214;0.7470588235294118;0.7323828008360704;0.38751126142757986
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;Oversampling;Best First;Sensitive Learning;127.0;70.0;127.0;43.0;0.6446700507614214;0.7470588235294118;0.7323828008360704;0.38751126142757986
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;IBk;SMOTE;Best First;No Sensitivity;132.0;117.0;80.0;38.0;0.5301204819277109;0.7764705882352941;0.5853687667960585;0.1769276402413438
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;IBk;SMOTE;Best First;Sensitive Threshold;132.0;117.0;80.0;38.0;0.5301204819277109;0.7764705882352941;0.5912809793968349;0.1769276402413438
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;IBk;SMOTE;Best First;Sensitive Learning;103.0;70.0;127.0;67.0;0.5953757225433526;0.6058823529411764;0.6234249029561063;0.25024977259510006
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;IBk;SMOTE;Best First;Sensitive Learning;106.0;68.0;129.0;64.0;0.6091954022988506;0.6235294117647059;0.6330845028366676;0.2779036489387075
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Naive Bayes;SMOTE;Best First;No Sensitivity;108.0;42.0;155.0;62.0;0.72;0.6352941176470588;0.7743804120633024;0.4255267910897051
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Naive Bayes;SMOTE;Best First;Sensitive Threshold;108.0;42.0;155.0;62.0;0.72;0.6352941176470588;0.7110480740519558;0.4255267910897051
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Naive Bayes;SMOTE;Best First;Sensitive Learning;109.0;42.0;155.0;61.0;0.7218543046357616;0.6411764705882353;0.771991639295312;0.4312816886575292
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Naive Bayes;SMOTE;Best First;Sensitive Learning;109.0;42.0;155.0;61.0;0.7218543046357616;0.6411764705882353;0.771991639295312;0.4312816886575292
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;SMOTE;Best First;No Sensitivity;129.0;79.0;118.0;41.0;0.6201923076923077;0.7588235294117647;0.7436846819946252;0.3524100814634002
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;SMOTE;Best First;Sensitive Threshold;129.0;79.0;118.0;41.0;0.6201923076923077;0.7588235294117647;0.6789041504926844;0.3524100814634002
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;SMOTE;Best First;Sensitive Learning;65.0;21.0;176.0;105.0;0.7558139534883721;0.38235294117647056;0.7445655419528218;0.2854184695265176
BOOKKEEPER;2;0.5435323;0.60183066;0.46321526;Random Forest;SMOTE;Best First;Sensitive Learning;65.0;21.0;176.0;105.0;0.7558139534883721;0.38235294117647056;0.7445655419528218;0.2854184695265176
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;No Balancing;No Selection;No Sensitivity;69.0;70.0;246.0;39.0;0.49640287769784175;0.6388888888888888;0.8055555555555556;0.3813450417648319
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;No Balancing;No Selection;Sensitive Threshold;69.0;70.0;246.0;39.0;0.49640287769784175;0.6388888888888888;0.7086849507735584;0.3813450417648319
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;No Balancing;No Selection;Sensitive Learning;22.0;21.0;295.0;86.0;0.5116279069767442;0.2037037037037037;0.6627549226441631;0.17114878690441385
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;No Balancing;No Selection;Sensitive Learning;22.0;21.0;295.0;86.0;0.5116279069767442;0.2037037037037037;0.6627549226441631;0.17114878690441385
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;No Balancing;No Selection;No Sensitivity;48.0;67.0;249.0;60.0;0.41739130434782606;0.4444444444444444;0.7230426629160807;0.22756483819141607
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;No Balancing;No Selection;Sensitive Threshold;48.0;67.0;249.0;60.0;0.41739130434782606;0.4444444444444444;0.6162095639943741;0.22756483819141607
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;No Balancing;No Selection;Sensitive Learning;10.0;67.0;249.0;98.0;0.12987012987012986;0.09259259259259259;0.6646009142053446;-0.13189231167486432
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;No Balancing;No Selection;Sensitive Learning;10.0;67.0;249.0;98.0;0.12987012987012986;0.09259259259259259;0.6646009142053446;-0.13189231167486432
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;No Balancing;No Selection;No Sensitivity;68.0;13.0;303.0;40.0;0.8395061728395061;0.6296296296296297;0.8496249413970933;0.6412515964240102
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;No Balancing;No Selection;Sensitive Threshold;68.0;13.0;303.0;40.0;0.8395061728395061;0.6296296296296297;0.7942451945616502;0.6412515964240102
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;No Balancing;No Selection;Sensitive Learning;1.0;0.0;316.0;107.0;1.0;0.009259259259259259;0.7595376230661041;0.01373913043478232
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;No Balancing;No Selection;Sensitive Learning;1.0;0.0;316.0;107.0;1.0;0.009259259259259259;0.7595376230661041;0.01373913043478232
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Undersampling;No Selection;No Sensitivity;66.0;55.0;261.0;42.0;0.5454545454545454;0.6111111111111112;0.7185302390998594;0.4204058624577228
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Undersampling;No Selection;Sensitive Threshold;66.0;55.0;261.0;42.0;0.5454545454545454;0.6111111111111112;0.7185302390998594;0.4204058624577228
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Undersampling;No Selection;Sensitive Learning;54.0;79.0;237.0;54.0;0.40601503759398494;0.5;0.6840717299578059;0.23230233064691808
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Undersampling;No Selection;Sensitive Learning;59.0;79.0;237.0;49.0;0.427536231884058;0.5462962962962963;0.7077180028129395;0.2714776632302404
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Undersampling;No Selection;No Sensitivity;16.0;25.0;291.0;92.0;0.3902439024390244;0.14814814814814814;0.6131915142991092;0.08674521354933733
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Undersampling;No Selection;Sensitive Threshold;16.0;25.0;291.0;92.0;0.3902439024390244;0.14814814814814814;0.5345171120487576;0.08674521354933733
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Undersampling;No Selection;Sensitive Learning;11.0;24.0;292.0;97.0;0.3142857142857143;0.10185185185185185;0.6166051336146273;0.03331323485076903
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Undersampling;No Selection;Sensitive Learning;11.0;24.0;292.0;97.0;0.3142857142857143;0.10185185185185185;0.6166051336146273;0.03331323485076903
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Undersampling;No Selection;No Sensitivity;65.0;70.0;246.0;43.0;0.48148148148148145;0.6018518518518519;0.7828762306610408;0.3514186701321204
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Undersampling;No Selection;Sensitive Threshold;65.0;70.0;246.0;43.0;0.48148148148148145;0.6018518518518519;0.6901664322550398;0.3514186701321204
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Undersampling;No Selection;Sensitive Learning;14.0;37.0;279.0;94.0;0.27450980392156865;0.12962962962962962;0.5909224097515237;0.015177304964538858
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Undersampling;No Selection;Sensitive Learning;14.0;37.0;279.0;94.0;0.27450980392156865;0.12962962962962962;0.5909224097515237;0.015177304964538858
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Oversampling;No Selection;No Sensitivity;65.0;48.0;268.0;43.0;0.5752212389380531;0.6018518518518519;0.7523148148148148;0.44320018471484635
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Oversampling;No Selection;Sensitive Threshold;65.0;48.0;268.0;43.0;0.5752212389380531;0.6018518518518519;0.7249765588373184;0.44320018471484635
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Oversampling;No Selection;Sensitive Learning;32.0;20.0;296.0;76.0;0.6153846153846154;0.2962962962962963;0.5490359821847164;0.2809496890898814
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Oversampling;No Selection;Sensitive Learning;32.0;20.0;296.0;76.0;0.6153846153846154;0.2962962962962963;0.5298142287857478;0.2809496890898814
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Oversampling;No Selection;No Sensitivity;13.0;23.0;293.0;95.0;0.3611111111111111;0.12037037037037036;0.6310507501172058;0.060960960960961146
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Oversampling;No Selection;Sensitive Threshold;13.0;23.0;293.0;95.0;0.3611111111111111;0.12037037037037036;0.523792780121894;0.060960960960961146
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Oversampling;No Selection;Sensitive Learning;6.0;17.0;299.0;102.0;0.2608695652173913;0.05555555555555555;0.6201799109235818;0.0023726668775704684
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Oversampling;No Selection;Sensitive Learning;6.0;17.0;299.0;102.0;0.2608695652173913;0.05555555555555555;0.6201799109235818;0.0023726668775704684
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Oversampling;No Selection;No Sensitivity;71.0;76.0;240.0;37.0;0.48299319727891155;0.6574074074074074;0.7752871542428504;0.372616802849361
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Oversampling;No Selection;Sensitive Threshold;71.0;76.0;240.0;37.0;0.48299319727891155;0.6574074074074074;0.7084505391467417;0.372616802849361
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Oversampling;No Selection;Sensitive Learning;15.0;6.0;310.0;93.0;0.7142857142857143;0.1388888888888889;0.5340482887951242;0.16315789473684206
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Oversampling;No Selection;Sensitive Learning;15.0;6.0;310.0;93.0;0.7142857142857143;0.1388888888888889;0.5340482887951242;0.16315789473684206
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;SMOTE;No Selection;No Sensitivity;70.0;52.0;264.0;38.0;0.5737704918032787;0.6481481481481481;0.7417955930614158;0.4638039568345323
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;SMOTE;No Selection;Sensitive Threshold;70.0;52.0;264.0;38.0;0.5737704918032787;0.6481481481481481;0.7417955930614158;0.4638039568345323
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;SMOTE;No Selection;Sensitive Learning;45.0;16.0;300.0;63.0;0.7377049180327869;0.4166666666666667;0.6138947491795593;0.4272229822161421
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;SMOTE;No Selection;Sensitive Learning;42.0;16.0;300.0;66.0;0.7241379310344828;0.3888888888888889;0.5887687529301453;0.39905973451327437
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;SMOTE;No Selection;No Sensitivity;17.0;25.0;291.0;91.0;0.40476190476190477;0.1574074074074074;0.625673933427098;0.09800469483568057
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;SMOTE;No Selection;Sensitive Threshold;17.0;25.0;291.0;91.0;0.40476190476190477;0.1574074074074074;0.5391467416783873;0.09800469483568057
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;SMOTE;No Selection;Sensitive Learning;13.0;23.0;293.0;95.0;0.3611111111111111;0.12037037037037036;0.6499648382559775;0.060960960960961146
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;SMOTE;No Selection;Sensitive Learning;13.0;23.0;293.0;95.0;0.3611111111111111;0.12037037037037036;0.6499648382559775;0.060960960960961146
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;SMOTE;No Selection;No Sensitivity;35.0;17.0;299.0;73.0;0.6730769230769231;0.32407407407407407;0.7579553445850914;0.3258903335217636
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;SMOTE;No Selection;Sensitive Threshold;35.0;17.0;299.0;73.0;0.6730769230769231;0.32407407407407407;0.6351383028598219;0.3258903335217636
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;SMOTE;No Selection;Sensitive Learning;3.0;0.0;316.0;105.0;1.0;0.027777777777777776;0.6169860525082044;0.040847983453981385
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;SMOTE;No Selection;Sensitive Learning;3.0;0.0;316.0;105.0;1.0;0.027777777777777776;0.6169860525082044;0.040847983453981385
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;No Balancing;Best First;No Sensitivity;38.0;70.0;246.0;70.0;0.35185185185185186;0.35185185185185186;0.7388068448195031;0.1303328645100797
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;No Balancing;Best First;Sensitive Threshold;38.0;70.0;246.0;70.0;0.35185185185185186;0.35185185185185186;0.5651664322550398;0.1303328645100797
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;No Balancing;Best First;Sensitive Learning;21.0;21.0;295.0;87.0;0.5;0.19444444444444445;0.6622714486638537;0.16021126760563362
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;No Balancing;Best First;Sensitive Learning;21.0;21.0;295.0;87.0;0.5;0.19444444444444445;0.6622714486638537;0.16021126760563362
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;No Balancing;Best First;No Sensitivity;42.0;70.0;246.0;66.0;0.375;0.3888888888888889;0.7397005391467417;0.16535433070866126
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;No Balancing;Best First;Sensitive Threshold;42.0;70.0;246.0;66.0;0.375;0.3888888888888889;0.5836849507735584;0.16535433070866126
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;No Balancing;Best First;Sensitive Learning;8.0;54.0;262.0;100.0;0.12903225806451613;0.07407407407407407;0.6894924988279418;-0.11259541984732832
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;No Balancing;Best First;Sensitive Learning;8.0;54.0;262.0;100.0;0.12903225806451613;0.07407407407407407;0.6894924988279418;-0.11259541984732832
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;No Balancing;Best First;No Sensitivity;79.0;106.0;210.0;29.0;0.42702702702702705;0.7314814814814815;0.7758731833098922;0.32077083728877914
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;No Balancing;Best First;Sensitive Threshold;79.0;106.0;210.0;29.0;0.42702702702702705;0.7314814814814815;0.6980192217533989;0.32077083728877914
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;No Balancing;Best First;Sensitive Learning;3.0;0.0;316.0;105.0;1.0;0.027777777777777776;0.7574279184247539;0.040847983453981385
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;No Balancing;Best First;Sensitive Learning;3.0;0.0;316.0;105.0;1.0;0.027777777777777776;0.7574279184247539;0.040847983453981385
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Undersampling;Best First;No Sensitivity;71.0;86.0;230.0;37.0;0.45222929936305734;0.6574074074074074;0.6931698312236287;0.3352029369773608
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Undersampling;Best First;Sensitive Threshold;71.0;86.0;230.0;37.0;0.45222929936305734;0.6574074074074074;0.692627754336615;0.3352029369773608
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Undersampling;Best First;Sensitive Learning;69.0;82.0;234.0;39.0;0.45695364238410596;0.6388888888888888;0.7027221050164089;0.3354404145077721
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Undersampling;Best First;Sensitive Learning;73.0;74.0;242.0;35.0;0.4965986394557823;0.6759259259259259;0.7289322550398499;0.3948250576157553
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Undersampling;Best First;No Sensitivity;20.0;17.0;299.0;88.0;0.5405405405405406;0.18518518518518517;0.6586380684481951;0.16766377505234814
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Undersampling;Best First;Sensitive Threshold;20.0;17.0;299.0;88.0;0.5405405405405406;0.18518518518518517;0.5656938584153774;0.16766377505234814
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Undersampling;Best First;Sensitive Learning;48.0;57.0;259.0;60.0;0.45714285714285713;0.4444444444444444;0.7348364978902954;0.26650106458481204
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Undersampling;Best First;Sensitive Learning;48.0;57.0;259.0;60.0;0.45714285714285713;0.4444444444444444;0.7348364978902954;0.26650106458481204
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Undersampling;Best First;No Sensitivity;74.0;45.0;271.0;34.0;0.6218487394957983;0.6851851851851852;0.7698370839193625;0.5251757768201406
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Undersampling;Best First;Sensitive Threshold;74.0;45.0;271.0;34.0;0.6218487394957983;0.6851851851851852;0.771390060947023;0.5251757768201406
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Undersampling;Best First;Sensitive Learning;67.0;109.0;207.0;41.0;0.3806818181818182;0.6203703703703703;0.6848775199249882;0.2281553398058253
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Undersampling;Best First;Sensitive Learning;67.0;109.0;207.0;41.0;0.3806818181818182;0.6203703703703703;0.6848775199249882;0.2281553398058253
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Oversampling;Best First;No Sensitivity;74.0;87.0;229.0;34.0;0.45962732919254656;0.6851851851851852;0.6817715658696671;0.3528758829465187
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Oversampling;Best First;Sensitive Threshold;74.0;87.0;229.0;34.0;0.45962732919254656;0.6851851851851852;0.7049343647444913;0.3528758829465187
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Oversampling;Best First;Sensitive Learning;53.0;62.0;254.0;55.0;0.4608695652173913;0.49074074074074076;0.6666520159399906;0.28838650447555664
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;Oversampling;Best First;Sensitive Learning;57.0;58.0;258.0;51.0;0.4956521739130435;0.5277777777777778;0.6694063525550867;0.33704383750286904
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Oversampling;Best First;No Sensitivity;19.0;16.0;300.0;89.0;0.5428571428571428;0.17592592592592593;0.6471665494608533;0.16113958396141112
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Oversampling;Best First;Sensitive Threshold;19.0;16.0;300.0;89.0;0.5428571428571428;0.17592592592592593;0.5626465072667605;0.16113958396141112
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Oversampling;Best First;Sensitive Learning;41.0;45.0;271.0;67.0;0.47674418604651164;0.37962962962962965;0.6546384200656352;0.2542713567839194
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;Oversampling;Best First;Sensitive Learning;41.0;45.0;271.0;67.0;0.47674418604651164;0.37962962962962965;0.6546384200656352;0.2542713567839194
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Oversampling;Best First;No Sensitivity;64.0;38.0;278.0;44.0;0.6274509803921569;0.5925925925925926;0.7336058368495078;0.4811365807067812
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Oversampling;Best First;Sensitive Threshold;64.0;38.0;278.0;44.0;0.6274509803921569;0.5925925925925926;0.7361697140178153;0.4811365807067812
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Oversampling;Best First;Sensitive Learning;55.0;92.0;224.0;53.0;0.3741496598639456;0.5092592592592593;0.6489099859353024;0.1949507647182066
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;Oversampling;Best First;Sensitive Learning;55.0;92.0;224.0;53.0;0.3741496598639456;0.5092592592592593;0.6489099859353024;0.1949507647182066
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;SMOTE;Best First;No Sensitivity;72.0;96.0;220.0;36.0;0.42857142857142855;0.6666666666666666;0.6814345991561181;0.3067776456599286
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;SMOTE;Best First;Sensitive Threshold;72.0;96.0;220.0;36.0;0.42857142857142855;0.6666666666666666;0.6814345991561181;0.3067776456599286
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;SMOTE;Best First;Sensitive Learning;49.0;48.0;268.0;59.0;0.5051546391752577;0.4537037037037037;0.6883936943272386;0.3122726170264369
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;IBk;SMOTE;Best First;Sensitive Learning;53.0;33.0;283.0;55.0;0.6162790697674418;0.49074074074074076;0.7351148616971401;0.41407035175879403
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;SMOTE;Best First;No Sensitivity;19.0;18.0;298.0;89.0;0.5135135135135135;0.17592592592592593;0.6611872948898265;0.15180975172001174
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;SMOTE;Best First;Sensitive Threshold;19.0;18.0;298.0;89.0;0.5135135135135135;0.17592592592592593;0.5594819503047351;0.15180975172001174
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;SMOTE;Best First;Sensitive Learning;32.0;28.0;288.0;76.0;0.5333333333333333;0.2962962962962963;0.696334388185654;0.24327292696320732
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Naive Bayes;SMOTE;Best First;Sensitive Learning;32.0;28.0;288.0;76.0;0.5333333333333333;0.2962962962962963;0.696334388185654;0.24327292696320732
BOOKKEEPER;3;0.6547231;0.53855723;0.254717;Random Forest;SMOTE;Best First;No Sensitivity;70.0;44.0;272.0;38.0;0.6140350877192983;0.6481481481481481;0.7609587435536803;0.49976979742173105
